	id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	conv_4	conv_5
471	deuparl-2202	2,3	1	1	1	1	1	1	1	1
472	deuparl-2208	0,2	1	2	2	2	2	2	1	2
473	deuparl-2208	1,0	2	1	2	1	2	1	1	1
474	deuparl-2208	1,3	1	1	1	1	1	1	1	1
475	deuparl-2208	2,3	1	1	1	1	1	1	1	1
476	deuparl-238	0,1	1	1	1	1	1	1	1	1
477	deuparl-238	0,2	2	1	2	1	2	2	2	2
478	deuparl-238	1,3	1	1	1	1	1	1	1	1
479	deuparl-238	2,3	1	1	1	1	1	1	1	1
480	deuparl-239	0,1	1	1	1	1	1	1	1	1
481	deuparl-239	0,2	2	1	2	1	1	1	1	1
482	deuparl-239	1,3	1	1	1	1	1	1	1	1
483	deuparl-239	2,3	1	1	1	1	1	1	1	1
484	deuparl-241	0,1	1	1	1	1	1	1	1	1
485	deuparl-241	0,2	2	1	2	1	2	1	1	1
486	deuparl-241	1,3	2	1	2	1	2	1	1	1
487	deuparl-241	2,3	1	1	1	1	1	1	1	1
488	deuparl-252	0,1	1	1	1	1	1	1	1	1
489	deuparl-252	0,2	2	1	2	1	2	1	1	1
490	deuparl-252	1,3	2	2	2	2	2	2	2	2
491	deuparl-252	2,3	2	2	2	2	2	2	2	2
492	deuparl-267	0,2	2	2	2	2	2	2	2	2
493	deuparl-267	1,0	2	1	2	1	2	1	1	1
494	deuparl-267	1,3	1	1	1	1	1	1	1	1
495	deuparl-267	2,3	1	1	1	1	1	1	1	1
496	deuparl-27	0,2	1	1	1	1	1	1	1	1
497	deuparl-27	1,0	1	1	1	1	1	1	1	1
498	deuparl-27	1,3	1	1	1	1	1	1	1	1
499	deuparl-27	2,3	1	1	1	1	1	1	1	1
500	deuparl-296	0,1	1	1	1	1	1	1	1	1
501	deuparl-296	0,2	1	1	1	1	1	1	1	1
502	deuparl-296	1,3	2	1	2	1	2	1	1	1
503	deuparl-296	2,3	2	1	2	1	2	1	1	1
504	deuparl-324	0,2	2	1	2	1	2	1	1	1
505	deuparl-324	1,0	1	1	1	1	1	1	1	1
506	deuparl-324	1,3	1	1	1	1	1	1	1	1
507	deuparl-324	2,3	1	1	1	1	1	1	1	1
508	deuparl-325	0,2	2	1	2	1	2	1	1	1
509	deuparl-325	1,0	2	1	2	1	2	1	1	2
510	deuparl-325	1,3	1	1	1	1	1	1	2	1
511	deuparl-325	2,3	1	1	1	1	1	1	1	1
512	deuparl-341	0,2	2	1	2	1	2	1	1	1
513	deuparl-341	1,0	1	2	2	2	2	2	2	2
514	deuparl-341	1,3	1	2	1	2	1	2	2	2
515	deuparl-341	2,3	1	1	1	2	1	2	2	2
516	deuparl-36	0,1	1	1	1	1	1	1	1	1
517	deuparl-36	0,2	1	1	1	1	1	1	1	1
518	deuparl-36	1,3	2	1	2	1	2	1	1	2
519	deuparl-36	2,3	1	1	1	1	1	1	1	1
520	deuparl-363	0,1	1	1	1	1	1	1	1	1
521	deuparl-363	0,2	2	1	1	1	1	1	1	1
522	deuparl-363	1,3	2	1	2	1	2	1	1	1
523	deuparl-363	2,3	1	1	1	1	1	1	1	1
524	deuparl-365	0,1	1	1	1	1	1	1	1	1
525	deuparl-365	0,2	1	1	1	1	1	1	1	1
526	deuparl-365	1,3	1	1	1	1	1	1	1	1
527	deuparl-365	2,3	1	1	1	1	0	1	1	1
528	deuparl-390	0,1	1	1	1	1	1	1	1	1
529	deuparl-390	0,2	1	1	1	1	1	1	1	1
530	deuparl-390	1,3	2	2	2	2	2	2	2	2
531	deuparl-390	2,3	2	2	1	2	2	2	2	2
532	deuparl-405	0,2	1	1	1	1	1	1	1	1
533	deuparl-405	1,0	2	1	2	1	2	1	1	1
534	deuparl-405	1,3	1	1	2	1	1	1	1	1
535	deuparl-405	2,3	1	1	1	1	1	1	1	1
536	deuparl-414	0,1	1	1	1	1	1	1	1	1
537	deuparl-414	0,2	1	1	1	1	1	1	1	1
538	deuparl-414	1,3	1	2	1	2	1	2	2	2
539	deuparl-414	2,3	1	2	1	2	1	2	2	2
540	deuparl-420	0,1	1	1	1	1	1	1	1	1
541	deuparl-420	0,2	1	1	1	1	1	1	1	1
542	deuparl-420	1,3	2	2	1	2	2	2	2	2
543	deuparl-420	2,3	1	2	2	2	1	2	2	2
544	deuparl-429	0,1	1	1	1	1	1	1	1	1
545	deuparl-429	0,2	2	1	2	1	2	1	1	1
546	deuparl-429	1,3	1	1	1	1	1	1	1	1
547	deuparl-429	2,3	1	1	1	1	1	1	1	1
548	deuparl-433	0,2	1	1	1	1	1	1	1	1
549	deuparl-433	1,0	2	1	2	1	2	1	1	1
550	deuparl-433	1,3	2	1	2	1	2	1	1	1
551	deuparl-433	2,3	2	1	2	1	2	1	1	1
552	deuparl-442	0,1	1	1	1	1	1	1	1	1
553	deuparl-442	0,2	1	1	1	1	1	1	1	1
554	deuparl-442	1,3	2	1	2	1	2	1	1	1
555	deuparl-442	2,3	2	1	2	1	2	1	1	1
556	deuparl-444	0,2	2	2	2	2	2	2	2	2
557	deuparl-444	1,0	2	1	2	1	2	1	1	1
558	deuparl-444	1,3	1	1	1	1	1	1	1	1
559	deuparl-444	2,3	1	1	1	1	1	1	1	1
560	deuparl-487	0,1	1	1	1	1	1	1	1	1
561	deuparl-487	0,2	2	2	2	2	2	2	2	1
562	deuparl-487	1,3	1	1	1	1	1	1	1	1
563	deuparl-487	2,3	1	1	1	1	1	1	1	1
564	deuparl-498	0,1	1	1	1	1	1	1	1	1
565	deuparl-498	0,2	2	1	2	1	2	1	1	1
566	deuparl-498	1,3	1	2	1	1	1	2	1	1
567	deuparl-498	2,3	1	1	1	1	1	1	1	1
568	deuparl-504	0,1	1	1	1	1	1	1	1	1
569	deuparl-504	0,2	1	1	1	1	1	1	1	1
570	deuparl-504	1,3	1	1	1	1	1	1	1	1
571	deuparl-504	2,3	1	1	1	1	1	1	1	1
572	deuparl-51	0,1	1	1	1	1	1	1	1	1
573	deuparl-51	0,2	1	1	1	1	1	1	1	1
574	deuparl-51	1,3	1	1	1	1	1	1	1	1
575	deuparl-51	2,3	1	1	1	1	1	1	1	1
576	deuparl-57	0,1	1	1	1	1	1	1	1	1
577	deuparl-57	0,2	1	1	1	1	1	1	1	1
578	deuparl-57	1,3	2	2	2	2	2	2	2	2
579	deuparl-57	2,3	1	1	1	1	1	1	1	1
580	deuparl-62	0,1	1	2	1	2	1	2	2	2
581	deuparl-62	0,2	2	2	2	2	2	2	2	2
582	deuparl-62	1,3	1	1	1	1	1	1	1	1
583	deuparl-62	2,3	1	1	1	1	1	1	1	1
584	deuparl-77	0,1	1	1	1	1	1	1	1	1
585	deuparl-77	0,2	1	1	1	1	1	1	1	1
586	deuparl-77	1,3	2	1	2	1	2	1	1	1
587	deuparl-77	2,3	1	1	1	1	1	1	1	1
588	deuparl-78	0,1	1	1	1	1	1	1	1	1
589	deuparl-78	0,2	1	1	1	1	1	1	1	1
590	deuparl-78	1,3	2	1	2	1	2	1	1	1
591	deuparl-78	2,3	1	1	1	1	1	1	1	1
592	deuparl-88	0,2	2	1	2	1	2	2	1	1
593	deuparl-88	1,0	2	1	2	1	2	1	1	1
594	deuparl-88	1,3	1	1	1	1	1	1	1	1
595	deuparl-88	2,3	1	1	1	1	1	1	1	1
596	deuparl-91	0,2	2	1	2	1	2	1	1	1
597	deuparl-91	1,0	1	1	1	1	1	1	1	1
598	deuparl-91	1,3	1	1	1	1	1	1	1	1
599	deuparl-91	2,3	1	1	1	1	1	1	1	1
600	hansard-1127	0,1	1	1	1	1	1	1	1	1
601	hansard-1127	0,2	2	1	2	1	2	1	1	1
602	hansard-1127	1,3	1	1	1	1	1	1	1	1
603	hansard-1127	2,3	1	1	1	1	1	1	1	1
604	hansard-1193	0,1	2	1	2	1	2	1	1	1
605	hansard-1193	0,2	2	1	2	1	2	2	1	1
606	hansard-1193	1,3	1	1	1	1	1	1	1	1
607	hansard-1193	2,3	1	1	1	1	1	1	1	1
608	hansard-1352	0,1	1	1	1	1	1	1	1	1
609	hansard-1352	0,2	1	1	2	1	1	1	1	1
610	hansard-1352	1,3	1	1	1	1	1	1	1	1
611	hansard-1352	2,3	1	1	1	1	1	1	1	1
612	hansard-1379	0,1	1	1	1	1	1	1	1	1
613	hansard-1379	0,2	1	1	1	1	1	1	1	1
614	hansard-1379	1,3	2	2	2	2	2	2	2	2
615	hansard-1379	2,3	2	2	2	2	2	2	2	2
616	hansard-1412	0,1	1	1	1	1	1	1	1	1
617	hansard-1412	0,2	1	1	1	1	1	1	1	1
618	hansard-1412	1,3	1	1	2	1	2	1	1	1
619	hansard-1412	2,3	1	1	1	1	1	1	1	1
620	hansard-1421	0,1	1	1	1	1	1	1	1	1
621	hansard-1421	0,2	1	1	2	1	1	1	1	1
622	hansard-1421	1,3	2	2	2	2	2	2	2	2
623	hansard-1421	2,3	1	2	1	2	1	2	2	2
624	hansard-1435	0,2	1	1	1	1	1	1	1	1
625	hansard-1435	1,0	2	2	2	2	2	2	2	2
626	hansard-1435	1,3	2	2	2	2	2	2	2	2
627	hansard-1435	2,3	2	2	2	2	2	2	2	2
628	hansard-1466	0,1	1	1	1	1	1	1	1	1
629	hansard-1466	0,2	1	1	1	1	1	1	1	1
630	hansard-1466	1,3	2	2	2	2	2	2	2	2
631	hansard-1466	2,3	1	1	1	2	1	2	2	2
632	hansard-1478	0,1	1	1	1	1	1	1	1	1
633	hansard-1478	0,2	2	1	2	1	2	2	1	1
634	hansard-1478	1,3	1	1	1	1	1	1	1	1
635	hansard-1478	2,3	1	1	1	1	1	1	1	1
636	hansard-199	0,1	1	2	1	1	1	1	1	1
637	hansard-199	0,2	1	1	1	1	1	1	2	1
638	hansard-199	1,3	1	1	1	1	1	1	1	1
639	hansard-199	2,3	1	1	1	1	1	1	1	1
640	hansard-2061	0,2	1	1	1	1	1	1	1	1
641	hansard-2061	1,0	2	2	2	2	2	2	2	2
642	hansard-2061	1,3	2	1	2	1	2	1	1	1
643	hansard-2061	2,3	1	1	1	1	1	1	1	1
644	hansard-208	0,1	1	1	1	1	1	1	1	1
645	hansard-208	0,2	1	1	1	1	1	1	1	1
646	hansard-208	1,3	1	1	1	1	1	1	1	1
647	hansard-208	2,3	1	1	1	1	1	1	1	1
648	hansard-220	0,1	1	1	1	1	1	1	1	1
649	hansard-220	0,2	1	1	1	1	1	1	1	1
650	hansard-220	1,3	1	1	1	1	1	1	1	1
651	hansard-220	2,3	1	1	1	1	1	1	1	1
652	hansard-2760	0,1	2	1	2	1	2	1	1	1
653	hansard-2760	0,2	2	1	2	1	2	1	1	1
654	hansard-2760	1,3	1	1	1	1	1	1	1	1
655	hansard-2760	2,3	1	1	1	1	1	1	1	1
656	hansard-2931	0,1	1	1	1	1	1	1	1	1
657	hansard-2931	0,2	1	1	1	1	1	1	1	1
658	hansard-2931	1,3	1	1	1	1	1	1	1	1
659	hansard-2931	2,3	1	1	1	1	1	1	1	1
660	hansard-3118	0,1	1	1	1	1	1	1	1	1
661	hansard-3118	0,2	2	1	2	1	1	1	1	1
662	hansard-3118	1,3	2	2	2	2	2	2	2	2
663	hansard-3118	2,3	1	2	1	2	1	2	2	1
664	hansard-3208	0,1	1	1	1	1	1	1	1	1
665	hansard-3208	0,2	2	1	2	2	2	1	1	2
666	hansard-3208	1,3	1	1	1	1	1	1	1	1
667	hansard-3208	2,3	1	1	1	1	1	1	1	1
668	hansard-3211	0,2	1	1	1	1	1	1	1	1
669	hansard-3211	1,0	2	1	2	1	2	1	1	1
670	hansard-3211	1,3	2	1	2	1	2	1	1	1
671	hansard-3211	2,3	1	1	1	1	1	1	1	1
672	hansard-3228	0,1	1	1	1	1	1	1	1	1
673	hansard-3228	0,2	2	1	2	1	2	1	1	1
674	hansard-3228	1,3	1	1	1	1	1	1	1	1
675	hansard-3228	2,3	1	1	1	1	1	1	1	1
676	hansard-3431	0,2	2	1	2	1	2	1	1	1
677	hansard-3431	1,0	2	1	2	1	2	1	1	1
678	hansard-3431	1,3	1	1	1	1	1	1	1	1
679	hansard-3431	2,3	1	1	1	1	1	1	1	1
680	hansard-3480	0,2	2	1	2	1	2	1	1	1
681	hansard-3480	1,0	2	1	2	1	2	1	1	1
682	hansard-3480	1,3	1	1	1	1	1	1	1	1
683	hansard-3480	2,3	1	1	1	1	1	1	1	1
684	hansard-3690	0,1	1	1	1	1	1	1	1	1
685	hansard-3690	0,2	2	1	2	1	2	1	1	1
686	hansard-3690	1,3	1	2	1	1	1	2	2	2
687	hansard-3690	2,3	1	1	1	1	1	1	1	1
688	hansard-3875	0,2	2	1	2	1	2	1	1	1
689	hansard-3875	1,0	2	2	2	2	2	2	2	2
690	hansard-3875	1,3	2	2	2	2	2	1	2	1
691	hansard-3875	2,3	1	1	1	1	1	1	1	1
692	hansard-3876	0,1	2	2	2	2	2	1	1	1
693	hansard-3876	0,2	2	2	2	2	2	2	2	2
694	hansard-3876	1,3	2	1	2	1	2	1	1	1
695	hansard-3876	2,3	1	1	1	1	1	1	1	1
696	hansard-4072	0,2	2	1	2	1	2	1	1	1
697	hansard-4072	1,0	1	1	2	1	2	1	1	1
698	hansard-4072	1,3	1	1	1	1	1	1	1	1
699	hansard-4072	2,3	1	1	1	1	1	1	1	1
700	hansard-4426	0,2	2	1	2	1	2	1	2	1
701	hansard-4426	1,0	2	1	2	1	2	1	1	1
702	hansard-4426	1,3	1	1	1	1	1	1	1	1
703	hansard-4426	2,3	1	1	1	1	1	1	1	1
704	hansard-476	0,1	1	1	1	1	1	1	1	1
705	hansard-476	0,2	2	1	2	1	2	1	1	1
706	hansard-476	1,3	1	2	1	2	1	2	2	2
707	hansard-476	2,3	1	1	1	2	1	2	1	2
708	hansard-4985	0,1	2	2	2	2	2	2	2	2
709	hansard-4985	0,2	2	2	2	2	2	2	2	2
710	hansard-4985	1,3	1	1	1	1	1	1	1	1
711	hansard-4985	2,3	1	1	1	1	1	1	1	1
712	hansard-5094	0,2	2	1	2	1	2	1	1	1
713	hansard-5094	1,0	2	1	2	1	2	1	1	1
714	hansard-5094	1,3	1	1	1	1	1	1	1	1
715	hansard-5094	2,3	1	1	1	1	1	1	1	1
716	hansard-5142	0,1	1	1	1	1	1	1	1	1
717	hansard-5142	0,2	2	1	2	1	2	1	1	1
718	hansard-5142	1,3	1	1	1	1	1	1	1	1
719	hansard-5142	2,3	1	1	1	1	1	1	1	1
720	hansard-5208	0,1	1	1	1	1	1	1	1	1
721	hansard-5208	0,2	1	1	1	1	1	1	1	1
722	hansard-5208	1,3	1	1	1	1	1	1	1	1
723	hansard-5208	2,3	1	1	1	1	1	1	1	1
724	hansard-5282	0,1	1	1	1	1	1	1	1	1
725	hansard-5282	0,2	1	1	1	1	1	1	1	1
726	hansard-5282	1,3	1	1	1	1	1	1	1	1
727	hansard-5282	2,3	1	1	1	1	1	1	1	1
728	hansard-5298	0,1	1	1	1	1	1	1	1	1
729	hansard-5298	0,2	1	1	1	1	1	1	1	1
730	hansard-5298	1,3	2	1	2	1	2	1	1	1
731	hansard-5298	2,3	1	1	1	1	1	1	1	1
732	hansard-5313	0,1	1	1	1	1	1	1	1	1
733	hansard-5313	0,2	2	1	2	1	2	1	1	1
734	hansard-5313	1,3	1	1	1	1	1	1	1	1
735	hansard-5313	2,3	1	1	1	1	1	1	1	1
736	hansard-5334	0,2	1	1	1	1	1	1	1	1
737	hansard-5334	1,0	2	1	2	1	2	1	1	1
738	hansard-5334	1,3	1	1	1	1	1	1	1	1
739	hansard-5334	2,3	1	1	1	1	1	1	1	1
740	hansard-5338	0,2	1	1	1	1	2	1	1	1
741	hansard-5338	1,0	2	1	2	1	2	1	1	1
742	hansard-5338	1,3	1	1	1	1	1	1	1	1
743	hansard-5338	2,3	1	1	1	1	1	1	1	1
744	hansard-5697	0,2	2	1	2	1	2	2	2	2
745	hansard-5697	1,0	2	1	2	1	2	1	1	1
746	hansard-5697	1,3	1	1	1	1	1	1	1	1
747	hansard-5697	2,3	1	1	1	1	1	1	1	1
748	hansard-6014	0,2	2	2	2	2	2	2	1	2
749	hansard-6014	1,0	2	1	2	1	2	1	1	1
750	hansard-6014	1,3	1	1	2	1	1	1	1	1
751	hansard-6014	2,3	1	1	1	1	1	1	1	1
752	hansard-6157	0,2	2	2	2	1	2	2	2	1
753	hansard-6157	1,0	2	1	2	1	1	1	1	1
754	hansard-6157	1,3	1	1	1	1	1	1	1	1
755	hansard-6157	2,3	1	1	1	1	1	1	1	1
756	hansard-6200	0,1	1	1	1	1	1	1	1	1
757	hansard-6200	0,2	2	1	2	1	2	1	1	1
758	hansard-6200	1,3	1	1	1	1	1	1	1	1
759	hansard-6200	2,3	1	1	1	1	1	1	1	1
760	hansard-6204	0,1	1	1	1	1	1	1	1	1
761	hansard-6204	0,2	2	1	2	1	2	1	1	1
762	hansard-6204	1,3	1	2	1	2	1	2	2	2
763	hansard-6204	2,3	1	1	1	2	1	1	1	1
764	hansard-720	0,2	1	1	1	1	1	1	1	1
765	hansard-720	1,0	2	2	2	2	2	2	2	2
766	hansard-720	1,3	2	2	2	2	2	2	2	2
767	hansard-720	2,3	2	2	2	2	2	2	2	2
768	hansard-774	0,1	1	1	1	1	1	1	1	1
769	hansard-774	0,2	1	1	1	1	1	1	1	1
770	hansard-774	1,3	1	2	1	2	1	2	2	2
771	hansard-774	2,3	1	1	1	1	1	1	1	1
772	hansard-775	0,1	1	1	1	1	1	1	1	1
773	hansard-775	0,2	2	1	2	1	1	1	1	1
774	hansard-775	1,3	1	2	1	1	1	2	1	2
775	hansard-775	2,3	1	1	1	1	1	2	2	1
776	hansard-778	0,1	1	1	1	1	1	1	1	1
777	hansard-778	0,2	1	1	1	1	1	1	1	1
778	hansard-778	1,3	2	2	2	2	2	2	2	2
779	hansard-778	2,3	1	1	1	2	1	1	1	1
780	hansard-780	0,1	1	2	1	2	1	1	2	2
781	hansard-780	0,2	2	2	2	2	2	2	2	2
782	hansard-780	1,3	1	1	1	1	1	1	1	1
783	hansard-780	2,3	1	1	1	1	1	1	1	1
784	hansard-797	0,1	1	1	1	1	1	1	1	1
785	hansard-797	0,2	2	1	1	1	2	1	1	1
786	hansard-797	1,3	1	1	1	2	1	1	1	1
787	hansard-797	2,3	1	1	1	1	1	1	1	2
788	hansard-914	0,2	2	2	2	2	2	2	2	2
789	hansard-914	1,0	2	1	2	1	2	1	1	1
790	hansard-914	1,3	1	1	1	1	1	1	1	1
791	hansard-914	2,3	1	1	1	1	1	1	1	1
792	hansard-924	0,2	2	1	2	1	2	1	1	1
793	hansard-924	1,0	2	1	2	1	2	1	1	1
794	hansard-924	1,3	1	1	1	1	1	1	1	1
795	hansard-924	2,3	1	1	1	1	1	1	1	1
796	hansard-929	0,2	2	1	2	1	2	1	1	1
797	hansard-929	1,0	1	1	1	1	1	1	1	1
798	hansard-929	1,3	1	1	1	1	1	1	1	1
799	hansard-929	2,3	1	1	1	1	1	1	1	1
800	hansard_bill-1	1,0	1	1	1	1	1	1	1	1
801	hansard_bill-1	2,0	1	1	1	1	1	1	1	1
802	hansard_bill-1	3,1	1	1	1	1	1	1	1	1
803	hansard_bill-1	3,2	2	1	2	1	2	1	1	1
804	hansard_bill-1009	1,0	1	1	1	1	1	1	1	1
805	hansard_bill-1009	2,0	1	1	1	1	1	1	1	1
806	hansard_bill-1009	3,1	1	1	1	1	1	1	1	1
807	hansard_bill-1009	3,2	2	1	2	1	2	1	1	1
808	hansard_bill-1010	0,1	1	1	1	1	1	1	1	1
809	hansard_bill-1010	2,0	1	1	1	1	1	1	1	1
810	hansard_bill-1010	3,1	1	1	1	1	1	1	1	1
811	hansard_bill-1010	3,2	2	1	2	1	2	1	1	1
812	hansard_bill-1022	0,1	1	1	1	1	1	1	1	1
813	hansard_bill-1022	0,2	2	1	2	1	2	1	1	1
814	hansard_bill-1022	1,3	2	1	1	1	1	1	1	1
815	hansard_bill-1022	3,2	2	1	2	1	2	1	1	1
816	hansard_bill-1023	0,1	1	1	1	1	1	1	1	1
817	hansard_bill-1023	1,3	2	2	2	2	2	2	2	2
818	hansard_bill-1023	2,0	1	1	1	1	1	1	1	1
819	hansard_bill-1023	3,2	2	1	2	1	2	1	1	1
820	hansard_bill-1035	0,1	1	1	1	1	1	1	1	1
821	hansard_bill-1035	1,3	1	1	1	1	1	1	1	1
822	hansard_bill-1035	2,0	1	1	1	1	1	1	1	1
823	hansard_bill-1035	3,2	2	1	2	1	2	1	1	1
824	hansard_bill-1036	0,1	1	1	1	1	1	1	1	1
825	hansard_bill-1036	0,2	2	1	2	1	2	1	1	1
826	hansard_bill-1036	3,1	1	1	1	1	1	1	1	1
827	hansard_bill-1036	3,2	2	1	2	1	2	1	1	1
828	hansard_bill-1055	0,1	1	1	1	1	1	1	1	1
829	hansard_bill-1055	0,2	2	1	2	1	2	1	1	1
830	hansard_bill-1055	1,3	1	1	1	1	1	1	1	1
831	hansard_bill-1055	3,2	2	1	2	1	2	2	1	1
832	hansard_bill-1076	0,2	2	1	2	2	2	2	2	2
833	hansard_bill-1076	1,0	2	1	2	1	2	1	1	1
834	hansard_bill-1076	1,3	1	1	1	1	1	1	1	1
835	hansard_bill-1076	2,3	1	1	1	1	1	1	1	1
836	hansard_bill-1089	1,0	2	1	2	2	2	2	1	1
837	hansard_bill-1089	1,3	1	1	1	1	2	1	1	1
838	hansard_bill-1089	2,0	2	2	2	2	2	2	2	2
839	hansard_bill-1089	3,2	2	1	2	1	2	1	1	1
840	hansard_bill-110	0,1	1	1	1	1	1	1	1	1
841	hansard_bill-110	0,2	2	1	2	1	2	1	1	1
842	hansard_bill-110	2,3	1	1	1	1	1	1	1	1
843	hansard_bill-110	3,1	1	1	1	1	1	1	1	1
844	hansard_bill-1102	1,0	1	1	1	1	1	1	1	1
845	hansard_bill-1102	1,3	1	1	1	1	1	1	1	1
846	hansard_bill-1102	2,0	1	1	1	1	1	1	1	1
847	hansard_bill-1102	3,2	2	1	2	2	2	2	2	2
848	hansard_bill-1123	0,1	1	1	1	1	1	1	1	1
849	hansard_bill-1123	1,3	2	1	1	1	2	1	1	1
850	hansard_bill-1123	2,0	1	1	1	1	1	1	1	1
851	hansard_bill-1123	3,2	2	2	2	2	2	2	2	2
852	hansard_bill-1135	1,0	2	1	1	1	2	1	1	1
853	hansard_bill-1135	1,3	1	1	1	1	1	1	1	1
854	hansard_bill-1135	2,0	1	1	1	1	1	1	1	1
855	hansard_bill-1135	2,3	1	1	1	1	1	1	1	1
856	hansard_bill-1161	0,1	2	2	2	2	2	2	2	2
857	hansard_bill-1161	1,3	1	1	1	1	1	1	1	1
858	hansard_bill-1161	2,0	1	1	1	1	1	1	1	1
859	hansard_bill-1161	3,2	2	2	2	2	2	2	2	2
860	hansard_bill-1189	1,0	1	1	1	1	1	1	1	1
861	hansard_bill-1189	1,3	1	1	1	1	1	1	1	1
862	hansard_bill-1189	2,0	1	1	1	1	1	1	1	1
863	hansard_bill-1189	2,3	1	1	1	1	1	1	1	1
864	hansard_bill-1202	0,1	1	1	1	1	1	1	1	1
865	hansard_bill-1202	0,2	2	1	2	1	2	1	1	1
866	hansard_bill-1202	3,1	1	1	1	1	1	1	1	1
867	hansard_bill-1202	3,2	2	1	2	1	2	1	1	1
868	hansard_bill-1215	0,1	1	2	1	2	1	2	2	2
869	hansard_bill-1215	2,0	1	1	1	1	1	1	1	1
870	hansard_bill-1215	2,3	1	1	1	1	1	1	1	1
871	hansard_bill-1215	3,1	1	2	1	2	1	2	2	2
872	hansard_bill-1228	0,2	1	1	1	1	1	1	1	1
873	hansard_bill-1228	1,0	2	1	2	1	2	1	1	2
874	hansard_bill-1228	2,3	1	1	1	1	1	1	1	1
875	hansard_bill-1228	3,1	1	1	1	1	1	1	1	1
876	hansard_bill-1241	1,0	2	1	2	1	2	1	1	1
877	hansard_bill-1241	1,3	1	1	1	1	1	1	1	1
878	hansard_bill-1241	2,0	1	1	1	1	1	1	1	1
879	hansard_bill-1241	2,3	1	1	1	1	1	1	1	1
880	hansard_bill-125	0,2	2	1	2	1	2	1	1	1
881	hansard_bill-125	1,0	2	1	2	1	2	1	1	1
882	hansard_bill-125	1,3	1	1	1	1	1	1	1	1
883	hansard_bill-125	2,3	1	1	1	1	1	1	1	1
884	hansard_bill-1254	0,2	2	1	2	1	2	1	1	1
885	hansard_bill-1254	1,0	2	1	2	1	2	1	1	1
886	hansard_bill-1254	1,3	2	1	2	1	2	1	1	1
887	hansard_bill-1254	2,3	1	1	1	1	1	1	1	1
888	hansard_bill-126	0,2	2	1	2	1	2	2	2	2
889	hansard_bill-126	1,0	1	1	2	1	2	1	1	1
890	hansard_bill-126	1,3	1	1	1	1	1	1	1	1
891	hansard_bill-126	2,3	1	1	1	1	1	1	1	1
892	hansard_bill-1266	0,2	2	1	2	1	2	1	1	1
893	hansard_bill-1266	1,0	2	1	2	1	2	1	1	1
894	hansard_bill-1266	3,1	1	1	1	1	1	1	1	1
895	hansard_bill-1266	3,2	2	1	2	1	2	1	1	1
896	hansard_bill-13	0,1	2	2	2	2	1	1	2	1
897	hansard_bill-13	0,2	2	2	2	2	2	2	2	2
898	hansard_bill-13	2,3	1	1	1	1	1	1	1	1
899	hansard_bill-13	3,1	2	2	2	2	2	2	2	2
900	hansard_bill-130	1,0	2	2	2	2	2	2	2	2
901	hansard_bill-130	2,0	1	1	1	1	1	1	1	1
902	hansard_bill-130	3,1	1	1	1	1	1	1	1	1
903	hansard_bill-130	3,2	2	1	2	1	2	1	1	1
904	hansard_bill-223	0,1	1	1	1	1	1	1	1	1
905	hansard_bill-223	0,2	2	1	2	1	2	1	1	1
906	hansard_bill-223	2,3	1	1	1	1	1	1	1	1
907	hansard_bill-223	3,1	1	1	1	1	1	1	1	1
908	hansard_bill-226	0,1	1	1	1	1	1	1	1	1
909	hansard_bill-226	0,2	1	1	1	1	1	1	1	1
910	hansard_bill-226	3,1	1	1	1	1	1	1	1	1
911	hansard_bill-226	3,2	2	2	2	2	2	2	2	2
912	hansard_bill-238	0,1	1	1	1	1	1	1	1	1
913	hansard_bill-238	0,2	1	1	1	1	1	1	1	1
914	hansard_bill-238	3,1	2	1	2	1	1	1	1	1
915	hansard_bill-238	3,2	2	1	2	1	2	1	1	1
916	hansard_bill-25	0,1	1	1	2	1	1	1	1	1
917	hansard_bill-25	0,2	2	2	2	2	2	2	2	2
918	hansard_bill-25	1,3	1	1	1	1	1	1	1	1
919	hansard_bill-25	3,2	2	2	2	2	2	1	2	2
920	hansard_bill-281	0,1	1	1	1	1	1	1	1	1
921	hansard_bill-281	2,0	1	1	1	1	1	1	1	1
922	hansard_bill-281	3,1	1	1	1	1	2	1	1	1
923	hansard_bill-281	3,2	2	1	2	1	2	1	1	1
924	hansard_bill-282	1,0	2	2	2	2	2	2	2	1
925	hansard_bill-282	1,3	1	2	1	2	1	2	2	2
926	hansard_bill-282	2,0	1	2	1	2	1	2	2	2
927	hansard_bill-282	2,3	1	2	1	2	1	2	2	2
928	hansard_bill-315	0,1	1	1	1	1	1	1	1	1
929	hansard_bill-315	1,3	2	2	2	2	2	2	2	2
930	hansard_bill-315	2,0	2	1	2	2	2	1	2	1
931	hansard_bill-315	3,2	2	1	2	1	2	1	1	1
932	hansard_bill-36	0,1	1	1	1	1	1	1	1	1
933	hansard_bill-36	0,2	2	1	2	1	2	1	1	2
934	hansard_bill-36	1,3	2	1	2	1	2	1	1	1
935	hansard_bill-36	2,3	1	1	1	1	1	1	1	1
936	hansard_bill-37	1,0	2	1	2	1	2	1	1	1
937	hansard_bill-37	2,0	1	1	1	1	1	1	1	1
938	hansard_bill-37	3,1	1	1	1	1	1	1	1	1
939	hansard_bill-37	3,2	2	1	2	1	2	1	1	1
940	hansard_bill-418	0,1	1	1	1	1	1	1	1	1
